chapter,verse,slok,transliteration,tej_et,siva_et,purohit_et,chinmay_et,san_et,adi_et,gambir_et,madhav_et,abhinav_et,vallabh_et,srid_et,dhan_et,venkat_et,neel_et,sankar_et,ms_et,anand_et,raman_et
12,13,"अद्वेष्टा सर्वभूतानां मैत्रः करुण एव च |
निर्ममो निरहङ्कारः समदुःखसुखः क्षमी ||१२-१३||","adveṣṭā sarvabhūtānāṃ maitraḥ karuṇa eva ca .
nirmamo nirahaṅkāraḥ samaduḥkhasukhaḥ kṣamī ||12-13||",,He who hates no creature who is friendly and compassionate to all who is free from attachment and egoism balanced in pleasure and pain and forgiving,He who is incapable of hatred towards any being who is kind and compassionate free from selfishness without pride equable in pleasure and in pain and forgiving,,He who is not a hater [but] only a compassionate friend of every being; who is free from the sense of 'mine and the sense of 'I'; who is even minded in pain and pleasure and is endowed with forbearance;,He who never hates any being who is friendly and compassionate who is free from the feelings of I and mine who looks upon all pain and pleasure the same as and who is enduring;,He who is not hateful towards any creature who is friendly and compassionate who has no idea of 'mine' and the idea of egoism who is the same under sorrow and happiness who is forgiving;,,,,,,,,Advesta he who is not hateful; sarvabhutanam towards any creature: He does not feel repulsion for anything even for what may be the cause of sorrow to himself for he sees all beings as his own Self Maitrah he who is friendlybehaving like a friend; karunah eva ca and compassionate: karuna is kindness compassion towards sorrowstricken creatures; one possessing that is karunah ie a monk who grants safety to all creatures Nirmamah he who has no idea of 'mine'; nirahankarah who has no idea of egoism; samaduhkhasukhah who is the same under sorrow and happiness he in whom sorrow and happiness do not arouse any repulsion or attraction; ksami who is forgiving who remains unperturbed even when abused or assaulted;,,,In these and succeeding verses the Lord mentions the nature of the Karma Yogi who adores Him through his works In other words the Bhakti element in Karma Yoga is emphasised He never hates any being even though they hate him and do him wrong For he thinks that the Lord impels these beings to hate him and do him wrong for atoning for his transgressions He is 'friendly' evincing a friendly disposition towards all beings whether they hate him or do him wrong He is 'compassionate' evincing compassion towards their sufferings He is free from the 'feeling of mine' ie he is not possessive with regard to his body senses and all things associated with them He is free from the feeling of 'I' ie is free from the delusion that his body is the self Therefore 'pain and pleasure are the same to him' ie he is free from distress and delight resulting from pain and pleasure arising from his deeds He is 'enduring' unaffected even by those two (ie pleasure and pain) due to the inevitable contact of senseobjects He is 'content' namely satisfied with whatever chance may bring him for the sustenance of his body He 'ever meditates' ie is constantly intent on contemplating on the self as separate from the body He is 'selfrestrained' namely he controls the activities of his mind He is of 'firm conviction' regarding the meanings taught in the science of the self His 'mind and reason are dedicated to Me' ie his mind and reason are dedicated to Me in the form 'Bhagavan Vasudeva alone is propitiated by disinterested activities and when duly propitiated He wil bring about for me the direct vision of the self' Such a devotee of mine ie who works in this manner as a Karma Yogin is dear to Me
12,14,"सन्तुष्टः सततं योगी यतात्मा दृढनिश्चयः |
मय्यर्पितमनोबुद्धिर्यो मद्भक्तः स मे प्रियः ||१२-१४||","santuṣṭaḥ satataṃ yogī yatātmā dṛḍhaniścayaḥ .
mayyarpitamanobuddhiryo madbhaktaḥ sa me priyaḥ ||12-14||",,Ever content steady in meditation selfcontrolled possessed of firm conviction with the mind and intellect dedicated to Me he My devtoee is dear to Me,Always contented selfcentred selfcontrolled resolute with mind and reason dedicated to Me such a devotee of Mine is My beloved,,Who remains wellcontent and is a man of Yoga at all times; who is selfcontrolled and is firmly resolute; and who has offered to Me his mind and intellectthat devotee of Mine is dear to Me,He who is content who ever meditates and is selfrestrained and who is firm in his convictions who has his mind and reason dedicated to Me he is dear to Me,He who is ever content who is a yogi who has selfcontrol who has firm conviction who has dedicated his mind and intellect to Mehe who is such a devotee of Mine is dear to Me,,Advesta etc Santustah etc [Friend] : he who has friendliness (or goodwill) ie unselfishness In the same manner 'compassionate' [is to be interpreted] 'These are mine' etc is the sence of 'mine' (or sense of possessiveness); 'I am generous' 'I am powerful' 'I am victorious' etc is the sense of 'I' (or egotism) In whom these two are absent that man is free from the senses of 'mine' and of 'I' Forbearance : a thought that entertains no enmity even towards an enemy who has [actually] injured A man of Yoga at all times : because his internal organ remains completely iet even at the stage of his mundane dealings,,,,,,Santustah satatam he who is ever content: who has the sense of contentment irrespective of getting or not getting what is needed for the maintenance of the body; who is similarly eversatisfied whether he gets or not a good thing Yogi who is a yogi a man of concentrated mind; yataatma who has selfcontrol whose body and organs are under control; drdhaniscayah who has firm convictionwith regard to the reality of the Self; arpitamanobuddhih who has dedicated his mind and intellect; mayi to Me(ie) a monk whose mind (having hte characteristics of reflection) and intellect (possessed of the faculty of taking decisions) are dedicated to fixed on Me alone; sah yah he who is; such a modbhaktah devotee of Mine; is priyah dear; me to Me It was hinted in the Seventh Chapter 'For I am very much dear to the man of Knowledge and he too is dear to Me' () That is being elaborated here,,,In these and succeeding verses the Lord mentions the nature of the Karma Yogi who adores Him through his works In other words the Bhakti element in Karma Yoga is emphasised He never hates any being even though they hate him and do him wrong For he thinks that the Lord impels these beings to hate him and do him wrong for atoning for his transgressions He is 'friendly' evincing a friendly disposition towards all beings whether they hate him or do him wrong He is 'compassionate' evincing compassion towards their sufferings He is free from the 'feeling of mine' ie he is not possessive with regard to his body senses and all things associated with them He is free from the feeling of 'I' ie is free from the delusion that his body is the self Therefore 'pain and pleasure are the same to him' ie he is free from distress and delight resulting from pain and pleasure arising from his deeds He is 'enduring' unaffected even by those two (ie pleasure and pain) due to the inevitable contact of senseobjects He is 'content' namely satisfied with whatever chance may bring him for the sustenance of his body He 'ever meditates' ie is constantly intent on contemplating on the self as separate from the body He is 'selfrestrained' namely he controls the activities of his mind He is of 'firm conviction' regarding the meanings taught in the science of the self His 'mind and reason are dedicated to Me' ie his mind and reason are dedicated to Me in the form 'Bhagavan Vasudeva alone is propitiated by disinterested activities and when duly propitiated He wil bring about for me the direct vision of the self' Such a devotee of mine ie who works in this manner as a Karma Yogin is dear to Me
12,15,"यस्मान्नोद्विजते लोको लोकान्नोद्विजते च यः |
हर्षामर्षभयोद्वेगैर्मुक्तो यः स च मे प्रियः ||१२-१५||","yasmānnodvijate loko lokānnodvijate ca yaḥ .
harṣāmarṣabhayodvegairmukto yaḥ sa ca me priyaḥ ||12-15||",,He by whom the world is not agitated and who cannot be agitated by the world and who is freed from joy anger fear and anxiety he is dear to Me,He who does not harm the world and whom the world cannot harm who is not carried away by any impulse of joy anger or fear such a one is My beloved,,He on account of whom the world does not get agitated; who too does not feel agitated on account of the world; who is free from joy and impatience fear and anxietyhe is dear to Me,He from whom the world has no cause to be frightened who is not frightened by the world who is free from joy and impatience fear and repulsion he is dear to me,He too owing to whom the world is not disturbed and who is not disturbed by the world who is free from joy impatience fear and anxiety is dear to Me,,,,,,,,Sah ca he too; yasmat owing to whom owing to which monk; lokah the world; na udvijate is not disturbed not afflicted not agitated; so also yah na udvijate he who is not disturbed; lokat by the world; muktah who is free; harsaamarsabhayaudvegaih from joy impatience fear and anxiety;harsa is elation of the mind on aciring a thing dear to oneself and is manifested as horripillation shedding of tears etc; amarsa is nonforbearance; bhaya is fright; udvega is distress; he who is free from them is priyah dear; me to Me,,,That person who is engaged in Karma Yoga does not become the cause of 'fear to the world'; he does nothing to cause fear to the world He has no cause to 'fear the world' ie no action on the part of others can cause him fear because of the certainty that he is not inimical to the world Therefore he is not in the habit of showing favour towards someone and intolerance towards others; he has no fear of some or repulsion for others Such a person is dear to Me
12,16,"अनपेक्षः शुचिर्दक्ष उदासीनो गतव्यथः |
सर्वारम्भपरित्यागी यो मद्भक्तः स मे प्रियः ||१२-१६||","anapekṣaḥ śucirdakṣa udāsīno gatavyathaḥ .
sarvārambhaparityāgī yo madbhaktaḥ sa me priyaḥ ||12-16||",,He who is free from wants pure expert unconcerned and free from pain renouncing all undertakings or commencements he who is (thus) devoted to Me is dear to Me,He who expects nothing who is pure watchful indifferent unruffled and who renounces all initiative such a one is My beloved,,He who does not expect [anything]; who is pure dexterous unconcerned untroubled; and who has renonced all his undertakings all aroundthat devotee of Mine is dear to Me,He who is free from desires who is pure expert indifferent and free from agony who has renounced every undertaking he is dear to Me,He who has no desires who is pure who is dextrous who is impartial who is free from fear who has renounced every undertakinghe who is (such) a devotee of Mine is dear to Me,,,,,,,,Anapeksah he who has no desires with regard to covetable things like body organs objects (their inter) relationship etc; sucih who is pure endowed with external and internal purity; daksah who is dextrous who is able to promptly understand in the right way the duties that present themselves; udasinah who is impartial the monk who does not side with anybodyfriends and others; gatavyathah who is free from fear; sarvaarambhaparityagi who has renounced every undertakingworks undertaken are arambhah; sarvaarambhah means works undertaken out of desire for results to be enjoyed here or hereafter; he who is apt to give them up (parityaga) is sarvaarambhaparityahi; he who is such a madbhaktah devotee of Mine; he is priyah dear; me to Me Further,,,He who is free from 'desires' ie who has no longing for anything except the self; who is 'pure' namely whose body is nourished on the food prescribed by the Sastras; who is an 'expert' namely who is an expert in performing actions prescribed by the Sastras; who is 'indifferent' ie not interested in matters other than those enjoined by the Sastras; who is free from 'agony' ie of pain caused by heat cold contact with coarse things etc which are inevitably associated with the performance of rites prescribed by the Sastras; who renounces all 'undertakings' ie who renounces all undertakings except those demanded by the Sastras the devotee who is like this is dear to Me
12,17,"यो न हृष्यति न द्वेष्टि न शोचति न काङ्क्षति |
शुभाशुभपरित्यागी भक्तिमान्यः स मे प्रियः ||१२-१७||","yo na hṛṣyati na dveṣṭi na śocati na kāṅkṣati .
śubhāśubhaparityāgī bhaktimānyaḥ sa me priyaḥ ||12-17||",,He who neither rejoices nor hates nor grieves nor desires renouncing good and evil and who is full of devotion is dear to Me,He who is beyond joy and hate who neither laments nor desires to whom good and evil fortunes are the same such a one is My beloved,,He who neither delights no hates nor grieves nor craves; who has renounced both the good and the bad results [of actions] and is full of devotion [to Me]he is dear to Me,He who rejoices not nor hates nor grieves nor desires who renounces good and evil who is full of devotion to me dear to me is such a devotee,He who does not rejoice does not fret does not lament does not hanker; who gives up good and bad who is filled with devotionhe is dear to Me,,,,,,,,Yah he who; na hrsyati does not rejoice on getting a coveted object; na dvesti does not fret on getting an undesirable object; na socati does not lament on the loss of a dear one; and na kanksati does not hanker after an object not acired; subhaasubhaparityogi who gives up good and bad who is apt to give up good and bad actions; bhaktiman who is full of devotionhe is dear to Me,,,He who does not 'rejoice' ie that Karma Yogin who on obtaining things which cause joy to man does not rejoice; who does not 'hate' does not hate on obtaining anything undesriable; who is not 'grieved' by common sorrows which cause grief among men as the loss of wife son fortune etc; who 'does not desire' anything like wife son fortune etc; not already acired by him; who 'renounces good and evil' ie who renounces both merit and demerit because like demert merit also causes bondage there being no difference between them in this respect he who is like this and devoted to Me is dear to Me
12,18,"समः शत्रौ च मित्रे च तथा मानापमानयोः |
शीतोष्णसुखदुःखेषु समः सङ्गविवर्जितः ||१२-१८||","samaḥ śatrau ca mitre ca tathā mānāpamānayoḥ .
śītoṣṇasukhaduḥkheṣu samaḥ saṅgavivarjitaḥ ||12-18||",,,,,,,,,,,,,,,,,,
12,19,"तुल्यनिन्दास्तुतिर्मौनी सन्तुष्टो येन केनचित् |
अनिकेतः स्थिरमतिर्भक्तिमान्मे प्रियो नरः ||१२-१९||","tulyanindāstutirmaunī santuṣṭo yena kenacit .
aniketaḥ sthiramatirbhaktimānme priyo naraḥ ||12-19||",,He to whom censure and praise are eal who is silent content with anything homeless of a steady mind and full of devotion that man is dear to Me,Who is indifferent to praise and censure who enjoys silence who is contented with every fate who has no fixed abode who is steadfast in mind and filled with devotion such a one is My beloved,,To whom blame and praise are eal; who is silent (does not overspeak) and is well content with one thing or other [that comes to him]; who has no fixed thought [in the mundane life]; who is [yet] steadyminded [in spiritual practice] and is full of devotionthat man is dear to Me,He who regards alike both blame and praise who is silent and content with any lot who has no home who is firm of mind and who is devoted to Me dear to Me is such a man,The person to whom denunciation and praise are the same who is silent content with anything homeless steadyminded and full of devotion is dear to Me,,,,,,,,Narah the person; tulyanindastutih to whom denunciation and praise are the same; mauni who is silent restrained in speech; santustah content; yenakenacit with anythingfor the mere maintenance of the body as has been said in 'The gods know him to be a Brahmana who is clad by anyone whosoever' (Mbh Sa ); further aniketah he who is homeless who has no fixed place of residence'without a home' [ The whole verse is 'Hehowever is certainly the knower of Liberation who has attachment neither for a hut nor for water nor cloth nor the three places of pilgrimage nor a home nor a seat nor food'] as said in another Smrti; sthiramatih steadyminded whose thought is steady with regard to the Reality which is the supreme Goal; and bhaktiman who is full of devotion(he) is dear to Me [There is a repeated mention of Bhakti in this Chapter because it is means to the Knowledge which leads to the supreme Goal] The group of alities of the monks who meditate on the Immutable who have renounced all desires who are steadfast in the knowledge of the supreme Goalwhich (alities) are under discussion beginning from 'He who is not hateful towards any creature' () is being concluded:,,,The absence of hate etc towards foes friends etc has already been taught in the stanza beginning with 'He who never hates any being' () What is now taught is that eanimity to be practised even when such persons mentioned above are present before one who is superior to those having a general eanimous temperament referred to earlier Who has no 'home' namely who is not attached to home etc as he possesses firmness of mind with regard to the self Because of this he is 'same even in honour and dishonour' He who is devoted to Me and who is like this he is dear to Me Showing the superiority of BhaktiNistha over Atmanistha Sri Krsna now concludes in accordance with what is stated at the beginning of this chapter in Verse
12,20,"ये तु धर्म्यामृतमिदं यथोक्तं पर्युपासते |
श्रद्दधाना मत्परमा भक्तास्तेऽतीव मे प्रियाः ||१२-२०||","ye tu dharmyāmṛtamidaṃ yathoktaṃ paryupāsate .
śraddadhānā matparamā bhaktāste.atīva me priyāḥ ||12-20||",,They verily who follow this immortal Dharma (law or doctrine) as described above endowed with faith regarding Me as their supreme goal they the devotees are exceedingly dear to Me,"Verily those who love the spiritual wisdom as I have taught whose faith never fails and who concentrate their whole nature on Me they indeed are My most beloved""",,Those who resort as instructed above to this duty [conducive to] immortality who have faith [in it] and have Me alone their goal those devotees are exceedingly dear to Me,But those devotees who follow this nectar of virtuousduty as taught above who are full of faith and who regard Me as the Supreme they are exceedingly dear to Me,But [Tu (but) is used to distinguish those who have attained the highest Goal from the aspirantsTr] those devotees who accept Me as the supreme Goal and with faith seek for this ambrosia [MS's reading is dharmamrtamnectar in the form of virtue Virtue is called nectar because it leads to Immortality or because it is sweet like nectar] which is indistinguishable from the virtues as stated above they are very dear to Me,,Yasmat etc upto Me priyah One who has no fixed thought : One who has no resolution [in his mundane life] like 'This alone must be done by me' He who enjoys with contentment both pleasure and pain as they come and has his mind completely absorbed in Supreme Lord that person happily (or easily) attains the Supreme Isolation (Emancipation),,,,,,Tu but; ye bhaktah those devotees of Mine the monks who have resorted to the highest devotion consisting in the knowledge of the supreme Reality; matparamah who accept Me as the supreme Goal to whom I as mentioned above who am identical with the Immutable am the highest (parama) unsurpassable Goal; and sraddadhanah with faith; paryupasate seek for practise; idam this; dharmyamrtam ambrosia that is indistinguishable from the virtuesthat which is indistinguishable from dharma (virtue) is dharmya and this is called amrta (ambrosia) since it leads to Immortality; yathauktam as stated above in 'He who is not hateful towards any creature' etc; te they; are ativa very; priyah dear; me to Me After having explained what was hinted in 'For I am very much dear to the man of Knowledge৷৷'() that has been concluded here in 'Those devotees are very dear to Me' Since by seeking for this ambrosia which is indistinguishable from the virtues as stated above one becomes very dear to Me who am theLord Vishnu the supreme God therefore this nectar which is indistinguishable from the virtues has to be diligently sought for by one who is a seeker of Liberation who wants to attain the coveted Abode of Visnu This is the purport of the sentence [Thus after the consummation of meditation on the alified Brahman one who aspires after the unalified Brahman who has the alifications mentioned in 'He who is not hateful towards any creature' etc who is preeminently fit for this purpose and who practises sravana etc has the possibility of realizing the Truth from which his Liberation logically follows Hence the conclusion is that the meaning of the word tat (in the sentence tattvamasi) has to be sought for since his has the power to arouse the comprehension of the meaning of that sentence which is the means to Liberation],,,But those who follow Bhakti Yoga 'which is a nectar of virtuous duty' ie which is at once virtuous duty and nectar and which even as a menas is eal to its end in conferring bliss on those who follow is as stated above ie in the manner taught in the stanza beginning with 'Those who focusing their minds on Me' () such devotees are exceedingly dear to Me
13,1,"अर्जुन उवाच |
प्रकृतिं पुरुषं चैव क्षेत्रं क्षेत्रज्ञमेव च |
एतद्वेदितुमिच्छामि ज्ञानं ज्ञेयं च केशव ||१३-१||","arjuna uvāca .
prakṛtiṃ puruṣaṃ caiva kṣetraṃ kṣetrajñameva ca .
etadveditumicchāmi jñānaṃ jñeyaṃ ca keśava ||13-1||",,Arjuna said I wish to learn about Nature (matter) and the Spirit (soul) the field and the knower of the field knowledge and that which ought to be known O Kesava,"""Arjuna asked: My Lord! Who is God and what is Nature; what is Matter and what is the Self; what is that they call Wisdom and what is it that is worth knowing? I wish to have this explained",,No such translation is available for this sloka,There is no such translation for this sloka,Swami Gambhirananda has not translated this sloka Many editions of the Bhagavadgita do not contain this sloka including the commentary by Sankaracharya If this sloka is included the total number of slokas in the Bhagavadgita is,,Inclusion of this sloka spoken by Arjuna brings the total number of slokas in the Bhagavadgita to Many versions of the Bhagavadgita including the current commentary by Dr S Sankaranarayan do not include this sloka,,,,,,,,,
13,2,"श्रीभगवानुवाच |
इदं शरीरं कौन्तेय क्षेत्रमित्यभिधीयते |
एतद्यो वेत्ति तं प्राहुः क्षेत्रज्ञ इति तद्विदः ||१३-२||","śrībhagavānuvāca .
idaṃ śarīraṃ kaunteya kṣetramityabhidhīyate .
etadyo vetti taṃ prāhuḥ kṣetrajña iti tadvidaḥ ||13-2||",,The Blessed Lord said This body O Arjuna is called the field; he who knows it is called the knower of the field by those who know of them,Lord Shri Krishna replied: O Arjuna! The body of man is the playground of the Self; and That which knows the activities of Matter sages call the Self,,The Bhagavat said O son of Kunti ! This [physical] hody is called 'Field' [and decayercumprotector]; He who sensitiezes it His knowers call Him properly as 'Fieldsensitizer',The Lord said This body O Arjuna is called the Field Ksetra He who knows it is called the Filedknower Ksetrajna by those who know the self,The Blessed Lord said O son of Kunti this body is referred to as the 'field' Those who are versed in this call him who is conscious of it as the 'knower of the field',,,,,,,,The Lord specifies the body as the object referred to by the pronoun idam (this) O son of Kunti (this body) abhidhiyate is referred to; ksetram iti as the fieldbecause it is protected (tra) against injury (ksata) or because it perishes (ksi) wastes away (ksar) or because the results of actions get fulfilled in the body as in a field (ksetra) The word iti is used in the sense of 'as' Theywho?tadvidah who are versed in this who know the 'field' and the 'knower of the field'; ahuh call; tam him the knower; yah who; vetti etat is concious of knows it the body the fieldmakes it from head to foot an abject of his knowledge; makes it an object of perception as a separate entity through knowledg which is spontaneous or is acired through instruction; ksetrajna iti as the knower of the field As before the word iti is used in the sense of 'as' They call him as the knower of the field Is it that the field and the knower of the field thus mentioned are to be understood through this much knowledge only? The answer is no,,,The body which is cognised in identity with the experiencing self by coordinate predication (Samanadhikaranya) in the propositions 'I am a god 'I am a man' 'I am fat' 'I am slender' etc is described by those who know the real nature of the body as only the Field (Ksetra) of experience for the experiencing self who is distinct from the body Those who know this namely those who know the exact nature of the self call It the Fieldknower (Ksetrajna) That knower who knows the body as divided into its different members and as their collectivity can say 'I know it the body as an object' The person with this perception is the one who is called the Ksetrajna or the Fieldknower who must necessarily be different from the Field (Ksetra) which is the object of this knowledge It is true that at the time of perceiving an object like a pot which is different from one's body the seer who thinks 'I am a god who sees it' or 'I am a man who sees it' etc is putting himself as identical with the body through coordinate predication In the same way he experiences the body as an object of knowledge when he says 'I know this body' Thus if the body is an object of knowledge it must be different from the knowing self Therefore the Fieldknower (Ksetrajna) The knower is other than the body which is an object of knowledge like a jar etc But this knowledge which arises by way of coordinate predication is justified on the ground that the body is inseparable from oneself; for it constitutes an attribute of the self like 'cowness' of the cow etc The knowing self is however unie in being an eternal and subtle form of knowledge But this is inaccessible to the ordinary man's organs of vision; it is accessible only to a mind refined by Yoga The ignorant see the knower only in the form of Prakrti because of close proximity to or union with Prakrti Sri Krsna thus declares later on: 'When in identiciation with the Gunas he departs or stays or experiences the deluded perceive him not They who have the eye of knowledge see' ()
